name,city,province,certification_date,certifier
INNOVA SPA,CISANO,VR,14-12-2023,Bureau Veritas Certification Holding SAS Italy Branch
INNOVA SPA,NOVENTA PADOVANA,PD,14-12-2023,Bureau Veritas Certification Holding SAS Italy Branch
INOX E INOX S.P.A.,Maserada Sul Piave,TV,18-12-2024,QUASER CERTIFICAZIONI S.r.l.
Insieme Si Può S.c.s.,TREVISO,TV,27-12-2023,CSQA Certificazioni S.r.l.
INSIEME SOCIETA' COOPERATIVA SOCIALE A R.L.,VICENZA,VI,21-07-2023,RINA Services S.p.A.
INSIEME SOCIETA' COOPERATIVA SOCIALE A R.L.,ARZIGNANO,VI,21-07-2023,RINA Services S.p.A.
INSIEME SOCIETA' COOPERATIVA SOCIALE A R.L.,GRISIGNANO DI ZOCCO,VI,21-07-2023,RINA Services S.p.A.
IN SITU S.R.L.,VERONA,VR,14-07-2025,SMC Società Mediterranea Certificazioni S.p.A.
INSTALLAZIONI IMPIANTI S.P.A.,DUEVILLE,VI,22-07-2024,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
INTEGRA S.R.L. - INGEGNERIA TECNOLOGIA GESTIONE RISORSE AMBIENTALI,Vicenza,VI,31-07-2024,QUASER CERTIFICAZIONI S.r.l.
INTEGRA S.R.L. - INGEGNERIA TECNOLOGIA GESTIONE RISORSE AMBIENTALI,Spinea,VI,31-07-2024,QUASER CERTIFICAZIONI S.r.l.
INTELLERA CONSULTING S.P.A.,RUBANO,PD,10-07-2023,RINA Services S.p.A.
INTELLERA CONSULTING S.P.A.,VERONA,VR,10-07-2023,RINA Services S.p.A.
INTELLERA CONSULTING S.P.A.,TREVISO,TV,10-07-2023,RINA Services S.p.A.
INTELLERA CONSULTING S.P.A.,PADOVA,PD,10-07-2023,RINA Services S.p.A.
INTERCHANGE ITALIA - S.R.L.,Venezia,VE,21-11-2024,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
INTERCOM S.r.l.,CITTADELLA,PD,02-11-2025,TÜV Italia S.r.l.
INTERCOM S.r.l.,GALLIERA VENETA,PD,02-11-2025,TÜV Italia S.r.l.
INTERCOM S.r.l.,SAN VENDEMIANO,TV,02-11-2025,TÜV Italia S.r.l.
Intermatica S.p.A.,Portogruaro,VE,27-12-2023,SI CERT ITALY S.r.l.
INTERNATIONAL RETAIL DEVELOPMENT S.R.L.,PADOVA,PD,21-12-2023,APAVE CERTIFICATION ITALIA S.r.l.
INTERNATIONAL RETAIL DEVELOPMENT S.R.L.,VENEZIA,VE,21-12-2023,APAVE CERTIFICATION ITALIA S.r.l.
Intersistemi italia S.p.A.,Padova,PD,01-08-2023,SI CERT ITALY S.r.l.
INTICOM S.P.A.,CORTINA D'AMPEZZO,BL,24-02-2025,TÜV Italia S.r.l.
INTICOM S.P.A.,VENEZIA,VE,24-02-2025,TÜV Italia S.r.l.
INTICOM S.P.A.,VICENZA,VI,24-02-2025,TÜV Italia S.r.l.
INTICOM S.P.A.,VERONA,VR,24-02-2025,TÜV Italia S.r.l.
INTICOM S.P.A.,SONA,VR,24-02-2025,TÜV Italia S.r.l.
INTICOM S.P.A.,PORTOGUARO,VE,24-02-2025,TÜV Italia S.r.l.
INTICOM S.P.A.,PADOVA,PD,24-02-2025,TÜV Italia S.r.l.
INTOO S.R.L.,PADOVA,PD,09-07-2024,CERTIQUALITY S.r.l.
INTRA S.R.L.,VERONA,VR,20-12-2024,Bureau Veritas Certification Holding SAS Italy Branch
Iorio Trasporti e Logistica S.p.a.,Verona,VR,21-11-2024,SI CERT ITALY S.r.l.
IPE COMMUNICATION SRL,Este,PD,29-07-2024,DIMITTO Italia S.r.l. Società Benefit
IPE COMMUNICATION SRL,Cerea,VR,29-07-2024,DIMITTO Italia S.r.l. Società Benefit
Ipogeo S.r.l.,Seren Del Grappa,BL,01-09-2025,SI CERT ITALY S.r.l.
IQT CONSULTING S.P.A,ROVIGO,RO,27-12-2023,Bureau Veritas Certification Holding SAS Italy Branch
IRECOOP VENETO S.r.l.,PADOVA,PD,22-12-2025,CSQA Certificazioni S.r.l.
IRIDEOS S.p.A.,Verona,VR,01-08-2023,DNV Business Assurance Italy S.r.l.
IRINOX S.p.A.,Conegliano,TV,22-12-2023,SGS ICS ITALIA S.R.L.
IRINOX S.p.A.,Vittorio Veneto,TV,22-12-2023,SGS ICS ITALIA S.R.L.
IRINOX S.p.A.,Tarzo,TV,22-12-2023,SGS ICS ITALIA S.R.L.
ISOCLIMA S.P.A.,ESTE,PD,11-12-2025,RINA Services S.p.A.
ISOCLIMA S.P.A.,BORGO VENETO,PD,11-12-2025,RINA Services S.p.A.
ISSITALIA A. BARBATO S.R.L.,Vigonza,PD,21-06-2024,SMC Società Mediterranea Certificazioni S.p.A.
ISTITUTO NAZIONALE DELLA PREVIDENZA SOCIALE (INPS),VENEZIA,VE,03-07-2024,AFNOR ITALIA S.r.l.
ISTITUTO VIGILANZA PRIVATA CASTELLANO - S.R.L.,VENEZIA,VE,22-12-2025,SMC Società Mediterranea Certificazioni S.p.A.
ITACO CONSORZIO STABILE,Loria,TV,24-05-2023,CERTIFICA S.r.l.
ITAC SRL,TEZZE SUL BRENTA,VI,22-12-2025,ERGO Società di Certificazione e Validazione S.r.l.
ITALARCHIVI S.R.L.,SAN DONA' DI PIAVE,VE,28-10-2025,ACM Cert S.r.l.
ITALBETON S.p.A.,Affi,VR,27-09-2023,SGS ICS ITALIA S.R.L.
ITALCHIMICA S.r.l.,PADOVA,PD,22-12-2023,TÜV Italia S.r.l.
ITALIAN EXHIBITION GROUP S.P.A,VICENZA,VI,28-12-2023,Bureau Veritas Certification Holding SAS Italy Branch
ITALIA OPERE SOCIETA’ PER AZIONI,Cassola,VI,12-02-2024,SMC Società Mediterranea Certificazioni S.p.A.
ITALIA YACHTS S.R.L.,PADOVA,PD,12-06-2025,ICDQ S.r.l.
Italmark S.r.l.,Valeggio sul Mincio,VR,19-12-2025,SI CERT ITALY S.r.l.
Italverde S.r.l.,Lendinara,RO,06-03-2026,SI CERT ITALY S.r.l.
ITAMEDICAL SRL,VICENZA,VI,09-05-2025,RINA Services S.p.A.
ITAS MUTUA,PADOVA,PD,08-08-2025,Bureau Veritas Certification Holding SAS Italy Branch
ITAS MUTUA,BELLUNO,BL,08-08-2025,Bureau Veritas Certification Holding SAS Italy Branch
I.TEC. COSTRUZIONI GENERALI S.r.l.,VILLA DEL CONTE,PD,02-05-2024,KIWA CERMET Italia S.p.A.
Itelyum Sea Fvg S.r.l.,Albano Terme,PD,13-02-2024,SI CERT ITALY S.r.l.
ITINERA CONSORZIO,Gruaro,VE,07-03-2024,UNITER S.r.l.
ITINERA CONSORZIO,Padova,PD,07-03-2024,UNITER S.r.l.
IVECO DEFENCE VEHICLES SPA,VITTORIO VENETO,TV,06-12-2024,Bureau Veritas Certification Holding SAS Italy Branch
IVECOS S.P.A.,Colle Umberto,TV,20-02-2024,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
IVH S.r.l.,Venezia,VE,14-11-2022,SUSTAINY S.r.l. a Socio unico
IVS ITALIA S.p.A.,Saonara,PD,18-12-2025,QUASER CERTIFICAZIONI S.r.l.
IVS ITALIA S.p.A.,Bussolengo,VR,18-12-2025,QUASER CERTIFICAZIONI S.r.l.
IVS ITALIA S.p.A.,Belluno,BL,18-12-2025,QUASER CERTIFICAZIONI S.r.l.
IVS S.R.L.,Monastier di Treviso,TV,06-09-2024,SI CERT ITALY S.r.l.
IVS S.R.L.,Ponzano Veneto,TV,06-09-2024,SI CERT ITALY S.r.l.
JACOBACCI & PARTNERS S.p.A.,Padova,PD,12-12-2023,SQS Italia S.r.l.
JAKALA CIVITAS S.p.A.,RONCADE,TV,30-11-2023,ACM Cert S.r.l.
JAKALA S.p.A. S.B.,31056,TV,14-07-2025,ACM Cert S.r.l.
JENBACHER SRL,Dossobuono,VR,25-11-2024,SUSTAINY S.r.l. a Socio unico
J LOGISTICS,VAZZOLA,TV,27-12-2024,Autenticert S.r.l.
Job Camere S.r.l.,Bassano del Grappa,VI,05-06-2024,SQS Italia S.r.l.
Job Camere S.r.l.,Pieve di Soligo,TV,05-06-2024,SQS Italia S.r.l.
Job Camere S.r.l.,Zane',VI,05-06-2024,SQS Italia S.r.l.
Job Camere S.r.l.,Arzignano,VI,05-06-2024,SQS Italia S.r.l.
Job Camere S.r.l.,Creazzo,VI,05-06-2024,SQS Italia S.r.l.
JOB ITALIA S.P.A .,VENEZIA,VE,08-11-2023,SMC Società Mediterranea Certificazioni S.p.A.
JOB ITALIA S.P.A .,LEGNAGO,VR,08-11-2023,SMC Società Mediterranea Certificazioni S.p.A.
JOB ITALIA S.P.A .,MONTEBELLUNA,TV,08-11-2023,SMC Società Mediterranea Certificazioni S.p.A.
JOB ITALIA S.P.A .,TREVISO,TV,08-11-2023,SMC Società Mediterranea Certificazioni S.p.A.
JOB ITALIA S.P.A .,BRENDOLA,VI,08-11-2023,SMC Società Mediterranea Certificazioni S.p.A.
JOB ITALIA S.P.A.,Montebelluna,TV,08-11-2023,SUSTAINY S.r.l. a Socio unico
JOB ITALIA S.P.A.,Legnago,VR,08-11-2023,SUSTAINY S.r.l. a Socio unico
JOB ITALIA S.P.A.,Brendola,VI,08-11-2023,SUSTAINY S.r.l. a Socio unico
JOB ITALIA S.P.A.,Treviso,TV,08-11-2023,SUSTAINY S.r.l. a Socio unico
JOB ITALIA S.P.A.,Venezia,VE,08-11-2023,SUSTAINY S.r.l. a Socio unico
Joinfruit Società Consortile A R.L.,VERONA,VR,19-07-2024,CSQA Certificazioni S.r.l.
JS S.r.l.,Noventa Di Piave,VE,26-05-2025,"Perry Johnson Registrars, Inc."
JULIA UTENSILI S.R.L.,PADOVA,PD,19-12-2024,SUSTAINY S.r.l. a Socio unico
JUNGHEINRICH ITALIANA SRL,VILLAFRANCA PADOVANA,PD,10-12-2025,Bureau Veritas Italia S.p.A.
JYSK ITALIA S.R.L. CON SOCIO UNICO,Iesolo,VE,12-06-2024,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
JYSK ITALIA S.R.L. CON SOCIO UNICO,Schio,VI,12-06-2024,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
JYSK ITALIA S.R.L. CON SOCIO UNICO,Bussolengo,VR,12-06-2024,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
JYSK ITALIA S.R.L. CON SOCIO UNICO,Conegliano,TV,12-06-2024,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
JYSK ITALIA S.R.L. CON SOCIO UNICO,Treviso,TV,12-06-2024,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
JYSK ITALIA S.R.L. CON SOCIO UNICO,TORRI DI QUARTESOLO,VI,12-06-2024,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
JYSK ITALIA S.R.L. CON SOCIO UNICO,Marcon,VE,12-06-2024,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
JYSK ITALIA S.R.L. CON SOCIO UNICO,Rovigo,RO,12-06-2024,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
JYSK ITALIA S.R.L. CON SOCIO UNICO,Belluno,BL,12-06-2024,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
KAIROSFORMA SRL IMPRESA SOCIALE,PADOVA,PD,15-03-2024,UNITER S.r.l.
Karrell Srl,Verona,VR,31-10-2025,TÜV Rheinland Italia S.r.l.
KBB ITALIA SRL,MOZZECANE,VR,07-08-2025,Bureau Veritas Certification Holding SAS Italy Branch
K Consulting S.R.L. Società Benefit,Martellago,VE,31-12-2024,SI CERT ITALY S.r.l.
KELEMATA S.R.L.,MARTELLAGO,VE,31-12-2024,ICIM S.p.A.
KEMIN NUTRISURANCE EUROPE S.r.l.,San Bonifacio,VR,23-04-2024,DNV Business Assurance Italy S.r.l.
KEMIN NUTRISURANCE EUROPE S.r.l.,Veronella,VR,23-04-2024,DNV Business Assurance Italy S.r.l.
Keypartners Italy S.r.l.,Verona,VR,23-02-2024,DEKRA Testing and Certification S.r.l.
KEYTECH S.R.L.,PADOVA,PD,09-01-2025,SMC Società Mediterranea Certificazioni S.p.A.
KIBERNETES S.R.L.,SILEA,TV,10-09-2024,SMC Società Mediterranea Certificazioni S.p.A.
KIRATECH 2 S.p.A.,Verona,VR,28-12-2023,DNV Business Assurance Italy S.r.l.
Kirey S.R.L.,Mogliano Veneto,TV,30-12-2025,SI CERT ITALY S.r.l.
Kirey S.R.L.,Padova,PD,30-12-2025,SI CERT ITALY S.r.l.
Kirikù Società Cooperativa Sociale Onlus,MONTEBELLUNA,TV,09-02-2026,CSQA Certificazioni S.r.l.
KOINE' S.R.L.,Martellago,VE,14-12-2022,SUSTAINY S.r.l. a Socio unico
KOINE' S.R.L.,Venezia,VE,14-12-2022,SUSTAINY S.r.l. a Socio unico
KOLVER S.r.l.,Thiene,VI,19-12-2025,DEKRA Testing and Certification S.r.l.
KOSTRUTTIVA – SOCIETA’ COOPERATIVA PER AZIONI,Marghera,VE,25-06-2024,SGS ICS ITALIA S.R.L.
KRONES ITALIA S.r.l.,Garda,VR,27-10-2025,DNV Business Assurance Italy S.r.l.
KRONOS S.R.L.,VIGONZA,PD,05-08-2025,SMC Società Mediterranea Certificazioni S.p.A.
KRONOS S.R.L.,PADOVA,PD,05-08-2025,SMC Società Mediterranea Certificazioni S.p.A.
KSM S.p.A.,Venezia,VE,11-09-2023,SI CERT ITALY S.r.l.
Kursana San Marco s.c.s.,Padova,PD,18-12-2023,DNV Business Assurance Italy S.r.l.
KYOCERA DOCUMENT SOLUTIONS ITALIA SPA,Verona,VR,11-12-2024,Bureau Veritas Certification Holding SAS Italy Branch
LAB68 S.R.L.,VICENZA,VI,07-10-2025,Q-AID ASSESSMENT & CERTIFICATION S.r.l.
LABANALYSIS LIFE SCIENCE S.r.l.,Sona,VR,15-07-2025,DNV Business Assurance Italy S.r.l.
LABANALYSIS LIFE SCIENCE S.r.l.,Isola della Scala,VR,15-07-2025,DNV Business Assurance Italy S.r.l.
LA.CA.PEL. MANIFATTURE ITALIANE S.A.S. DI CONTE FABRIZIO & C.,Fossò,VE,26-02-2025,KIWA CERMET Italia S.p.A.
La Carovana Soc.Coop. Multiservizi,Verona,VR,13-06-2024,DASA RÄGISTER S.p.A.
La Casetta Società Cooperativa Sociale a r. l.,CALDOGNO,VI,04-12-2024,CSQA Certificazioni S.r.l.
LA COOP DI CORTINA SOC COOP,CORTINA D'AMPEZZO,BL,30-12-2024,Bureau Veritas Certification Holding SAS Italy Branch
LAFERT S.p.A.,Noventa di Piave,VE,28-07-2025,SGS ICS ITALIA S.R.L.
LAFERT S.p.A.,San Donà di Piave,VE,28-07-2025,SGS ICS ITALIA S.R.L.
LAGARDERE TRAVEL RETAIL ITALIA S.R.L.,SOMMACAMPAGNA,VR,28-12-2023,RINA Services S.p.A.
LAGARDERE TRAVEL RETAIL ITALIA S.R.L.,MESTRE,VE,28-12-2023,RINA Services S.p.A.
LAGARDERE TRAVEL RETAIL ITALIA S.R.L.,VILLAFRANCA DI VERONA,VR,28-12-2023,RINA Services S.p.A.
LAGARDERE TRAVEL RETAIL ITALIA S.R.L.,DOLO,VE,28-12-2023,RINA Services S.p.A.
LAGARDERE TRAVEL RETAIL ITALIA S.R.L.,VENEZIA,VE,28-12-2023,RINA Services S.p.A.
LAGARDERE TRAVEL RETAIL ITALIA S.R.L.,VICENZA,VI,28-12-2023,RINA Services S.p.A.
LAGARDERE TRAVEL RETAIL ITALIA S.R.L.,GAGGIO DI MARCON,VE,28-12-2023,RINA Services S.p.A.
LAGARDERE TRAVEL RETAIL ITALIA S.R.L.,CESSALTO,TV,28-12-2023,RINA Services S.p.A.
LAGARDERE TRAVEL RETAIL ITALIA S.R.L.,PADOVA,PD,28-12-2023,RINA Services S.p.A.
LAGARDERE TRAVEL RETAIL ITALIA S.R.L.,VERONA,VR,28-12-2023,RINA Services S.p.A.
L’ALLEANZA SOCIETA’ COOPERATIVA,Bussolengo,VR,02-04-2024,CERTIFICA S.r.l.
La Ludo,VICENZA,VI,28-05-2024,CSQA Certificazioni S.r.l.
Landlab Società Benefit,QUINTO VICENTINO,VI,10-02-2025,CSQA Certificazioni S.r.l.
L'aquilone Soc. Coop. Sociale A.r.l.,SAN VITO DI LEGUZZANO,VI,30-12-2024,CSQA Certificazioni S.r.l.
L'aquilone Societa' Cooperativa Sociale a r.l.,MONTE DI MALO,VI,30-12-2024,CSQA Certificazioni S.r.l.
L'Aquilone Società Cooperativa Sociale a r.l.,MALO,VI,30-12-2024,CSQA Certificazioni S.r.l.
LARES - LAVORI DI RESTAURO S.R.L.,Venezia,VE,15-07-2024,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
Lariohotels SB S.p.A.,Verona,VR,20-12-2024,DASA RÄGISTER S.p.A.
LA RISORSA UMANA.IT S.R.L,BELLUNO,BL,09-08-2023,Bureau Veritas Certification Holding SAS Italy Branch
LA RISORSA UMANA.IT S.R.L,CASTELFRANCO VENETO,TV,09-08-2023,Bureau Veritas Certification Holding SAS Italy Branch
LARTOTECNICA S.R.L.,LAVAGNO,VR,16-04-2025,ICDQ S.r.l.
LASA F.LLI NATA S.R.L.,Cona,VE,14-05-2024,SMC Società Mediterranea Certificazioni S.p.A.
LA SCALA SOCIETA' TRA AVVOCATI PER AZIONI,Vicenza,VI,22-11-2023,ICIM S.p.A.
LASERPOINT S.r.l.,San Giorgio in Bosco,PD,26-03-2024,TÜV NORD ITALIA S.r.l.
LA SESSOLA SERVICE S.R.L.,VENEZIA,VE,03-12-2024,Bureau Veritas Certification Holding SAS Italy Branch
LA SIA S.P.A,VENEZIA,VE,21-12-2023,Bureau Veritas Certification Holding SAS Italy Branch
La Soluzione S.p.A.,Verona,VR,21-01-2025,ECO European Certifying Organization S.p.A.
Lattanzio Kibs S.p.A. Benefit Corporation,Venezia,VE,12-12-2022,SQS Italia S.r.l.
Laveneta S.r.l.,San Vito di Altivole,TV,23-10-2025,"Perry Johnson Registrars, Inc."
La Villa Incantata S.n.c.,SPINEA,VE,21-08-2024,CSQA Certificazioni S.r.l.
La Villa Incantata SNC,SPINEA,VE,21-08-2024,CSQA Certificazioni S.r.l.
LAVORI MARITTIMI E DRAGAGGI S.R.L.,MALCONTENTA,VE,06-06-2024,QUALITY ITALIA S.r.l.
LAVORI MARITTIMI E DRAGAGGI S.R.L.,CHIOGGIA,VE,06-06-2024,QUALITY ITALIA S.r.l.
LEADERFORM S.p.A.,Sona,VR,27-10-2025,CERTITALIA S.r.l.
LECHER RICERCHE E ANALISI SRL,SALZANO,VE,18-12-2024,Bureau Veritas Certification Holding SAS Italy Branch
LEONARDO - SOCIETÀ PER AZIONI,VENEZIA,VE,09-07-2024,RINA Services S.p.A.
Leroy Merlin Italia S.r.l.,Torri di Quartesolo,VI,05-03-2025,DASA RÄGISTER S.p.A.
Leroy Merlin Italia S.r.l.,Marghera,VE,05-03-2025,DASA RÄGISTER S.p.A.
Leroy Merlin Italia S.r.l.,San Giovanni Lupatoto,VR,05-03-2025,DASA RÄGISTER S.p.A.
Leroy Merlin Italia S.r.l.,Venezia,VE,05-03-2025,DASA RÄGISTER S.p.A.
Leroy Merlin Italia S.r.l.,San Biagio di Callalta,TV,05-03-2025,DASA RÄGISTER S.p.A.
Leroy Merlin Italia S.r.l.,Marcon,VE,05-03-2025,DASA RÄGISTER S.p.A.
LESSINIA COSTRUZIONI S.R.L.,SOAVE,VR,08-04-2025,SMC Società Mediterranea Certificazioni S.p.A.
LEVANTE TECHNOLOGIES S.C.A.R.L.,VENEZIA,VE,16-11-2025,IMQ S.p.A.
LEYTON ITALIA SRL,Verona,VR,07-08-2024,INTERTEK ITALIA S.p.A.
LF Costruzioni S.r.l.,Ponzano Veneto,TV,01-07-2024,"Perry Johnson Registrars, Inc."
L.G.R. SRL,VENEZIA,VE,05-02-2025,SMC Società Mediterranea Certificazioni S.p.A.
LIDL ITALIA S.r.l.,Arcole,VR,17-02-2026,AFNOR ITALIA S.r.l.
LIMES SRL,BASSANO DEL GRAPPA,VI,24-06-2025,Bureau Veritas Certification Holding SAS Italy Branch
LIMES SRL,VENEZIA,VE,24-06-2025,Bureau Veritas Certification Holding SAS Italy Branch
LINDAB SRL,CAMPOSAMPIERO,PD,29-12-2025,Bureau Veritas Certification Holding SAS Italy Branch
LINDAB SRL,CAMPODARSEGO,PD,29-12-2025,Bureau Veritas Certification Holding SAS Italy Branch
Linde Gas Italia Srl,Colognola Ai Colli,VR,29-01-2025,TÜV Rheinland Italia S.r.l.
Linde Gas Italia Srl,San Bonifacio,VR,29-01-2025,TÜV Rheinland Italia S.r.l.
Linde Medicale Srl,San Bonifacio,VR,18-12-2024,TÜV Rheinland Italia S.r.l.
LINEA VERDE SOCIETA' COOPERATIVA,SANTA MARIA DI SALA,VE,25-03-2024,RINA Services S.p.A.
LINEA VERDE SOCIETA' COOPERATIVA,MIRA,VE,25-03-2024,RINA Services S.p.A.
LINEA VERDE SOCIETA' COOPERATIVA,DUEVILLE,VI,25-03-2024,RINA Services S.p.A.
Linx S.r.l.,ROSA',VI,30-06-2025,CSQA Certificazioni S.r.l.
LITHOS S.R.L.,Venezia,VE,29-03-2024,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
LIVENZA TAGLIAMENTO ACQUE SPA,ANNONE VENETO,VE,04-08-2025,Bureau Veritas Certification Holding SAS Italy Branch
LIVENZA TAGLIAMENTO ACQUE SPA,PORTOGRUARO,VE,04-08-2025,Bureau Veritas Certification Holding SAS Italy Branch
LIVENZA TAGLIAMENTO ACQUE SPA,Fossalta di Portogruaro,VE,04-08-2025,Bureau Veritas Certification Holding SAS Italy Branch
LMC VENETA S.R.L.,Malo,VI,06-11-2025,QUASER CERTIFICAZIONI S.r.l.
LMV S.P.A.,SOMMACAMPAGNA,VR,24-06-2025,SMC Società Mediterranea Certificazioni S.p.A.
LOCAPAL S.r.l.,Lughetto di Campagna Lupia,VE,15-09-2025,SGS ICS ITALIA S.R.L.
LOGICA SRL,PAESE,TV,27-12-2023,Bureau Veritas Certification Holding SAS Italy Branch
LOGNET S.R.L.,TREVISO,TV,08-02-2024,SMC Società Mediterranea Certificazioni S.p.A.
LOVISOTTO GIANCARLO S.R.L.,MARENO DI PIAVE,TV,28-03-2024,GCERTI ITALY ASSESSMENT & CERTIFICATION S.r.l. Società Benefit
L&S ENGINEERING SRL SOCIETA’ DI INGEGNERIA,Seren Del Grappa,BL,07-11-2025,ASACERT ASSESSMENT AND CERTIFICATION S.P.A. SOCIETA' BENEFIT - ASACERT S.P.A. SOCIETA' BENEFIT
L&S ENGINEERING SRL SOCIETA’ DI INGEGNERIA,Belluno,BL,07-11-2025,ASACERT ASSESSMENT AND CERTIFICATION S.P.A. SOCIETA' BENEFIT - ASACERT S.P.A. SOCIETA' BENEFIT
L.S. Logistica Sanitaria S.r.l.,BOVOLONE,VR,08-08-2024,CSQA Certificazioni S.r.l.
LTP LEGAL & TAX PARTNER - SOCIETA' TRA AVVOCATI E COMMERCIALISTI S.T.P.R.L.,Venezia,VE,17-03-2025,DNV Business Assurance Italy S.r.l.
L.T.R. ASPHALT - S.R.L.,MOGLIANO VENETO,TV,30-09-2024,SMC Società Mediterranea Certificazioni S.p.A.
LUCIANO TRASPORTI SRL,CEREA,VR,23-05-2024,Bureau Veritas Certification Holding SAS Italy Branch
LUTECH SPA,PADOVA,PD,19-07-2025,CERTIQUALITY S.r.l.
LUXOTTICA GROUP SPA,Agordo,BL,09-12-2024,Bureau Veritas Certification Holding SAS Italy Branch
LUXOTTICA GROUP SPA,AGORDO,BL,09-12-2024,Bureau Veritas Certification Holding SAS Italy Branch
Luxy S.p.A. S.B.,LONIGO,VI,17-02-2025,CSQA Certificazioni S.r.l.
Lynx S.p.A.,Padova,PD,31-03-2026,SI CERT ITALY S.r.l.
LYTO'S SRL,CASALSERUGO,PD,28-01-2025,Bureau Veritas Certification Holding SAS Italy Branch
MAC COSTRUZIONI S.R.L.,RESANA,TV,20-03-2024,ACM Cert S.r.l.
M. ADE S.R.L.,Negrar di Valpolicella,VR,30-03-2026,DI.QU. S.r.l.
M. ADE S.R.L.,Verona,VR,30-03-2026,DI.QU. S.r.l.
Maeg Costruzioni S.P.A.,Vazzola,TV,03-07-2024,SI CERT ITALY S.r.l.
Maeg Costruzioni S.P.A.,Codognè,TV,03-07-2024,SI CERT ITALY S.r.l.
Maffeis Engineering S.p.A.,Verona,VR,01-10-2025,DASA RÄGISTER S.p.A.
Maffeis Engineering S.p.A.,Solagna,VI,01-10-2025,DASA RÄGISTER S.p.A.
Maffeis Engineering S.p.A.,Padova,PD,01-10-2025,DASA RÄGISTER S.p.A.
Maggioli S.p.A.,Thiene,VI,30-11-2023,SI CERT ITALY S.r.l.
Maggioli S.p.A.,Quinto di Treviso,TV,30-11-2023,SI CERT ITALY S.r.l.
MAGLIONE SRL,DUE CARRERE,PD,28-01-2026,RINA Services S.p.A.
MAG SpA,Padova,PD,20-12-2024,Italy Bureau of Certification S.r.l.
MALVESTIO S.P.A,Villanova di Camposampiero,PD,05-08-2024,Bureau Veritas Certification Holding SAS Italy Branch
MAMERI SOCIETA' COOPERATIVA SOCIALE ONLUS,Selvazzano Dentro,PD,12-06-2024,ACSQ S.r.l.
MAMERI SOCIETA' COOPERATIVA SOCIALE ONLUS,Vicenza,VI,12-06-2024,ACSQ S.r.l.
MANENS S.p.A.,Padova,PD,02-04-2024,DNV Business Assurance Italy S.r.l.
MANENS S.p.A.,Montebelluna,TV,02-04-2024,DNV Business Assurance Italy S.r.l.
MANENS S.p.A.,Verona,VR,02-04-2024,DNV Business Assurance Italy S.r.l.
MANO AMICA SOCIETA' COOPERATIVA SOCIALE ONLUS,SCHIO,VI,17-06-2024,IMQ S.p.A.
MANO AMICA SOCIETA' COOPERATIVA SOCIALE ONLUS,THIENE,VI,17-06-2024,IMQ S.p.A.
MANUFACTURING ENGINEERING & DEVCELOPMENT S.R.L.,Padova,PD,01-03-2024,DI.QU. S.r.l.
MANUFACTURING ENGINEERING DEVELOPMENT S.r.l.,Padova,PD,01-03-2024,KIWA CERMET Italia S.p.A.
MARCHON ITALIA S.R.L.,PUOS D'ALPAGO,BL,28-12-2023,Bureau Veritas Certification Holding SAS Italy Branch
MARCOLIN S.P.A.,Longarone,BL,06-02-2024,Bureau Veritas Certification Holding SAS Italy Branch
MARCOLIN S.P.A.,Quero,BL,06-02-2024,Bureau Veritas Certification Holding SAS Italy Branch
MARE GROUP SPA,VENEZIA,VE,27-11-2023,IMQ S.p.A.
MARGHERITA SOCIETA' COOPERATIVA SOCIALE,SANDRIGO,VI,09-12-2024,Bureau Veritas Certification Holding SAS Italy Branch
MARKAS S.R.L.,FORETTE DI VIGASIO,VR,01-12-2023,RINA Services S.p.A.
MARKAS S.R.L.,PADOVA,PD,01-12-2023,RINA Services S.p.A.
MARKETING ARENA S.p.A.,Rovigo,RO,04-02-2026,KIWA CERMET Italia S.p.A.
Marmi Corradini Group S.p.A.,Cavaion Veronese,VR,22-09-2025,BSI Group Italia S.r.l.
MAROSO IVO ENZO S.R.L,Marostica,VI,23-03-2026,QUASER CERTIFICAZIONI S.r.l.
Maroso SrL,Pianezze,VI,22-12-2025,CISE - Centro per l'Innovazione e lo Sviluppo Economico
MARSH S.p.A.,Padova,PD,08-11-2024,KIWA CERMET Italia S.p.A.
Marsilio Arte S.r.l.,VENEZIA,VE,21-11-2025,SGS ICS ITALIA S.R.L.
